Model,Accuracy,Balanced Accuracy,Precision,Recall,F1,Specificity,ROC-AUC,PR-AUC,TN,FP,FN,TP
XGBoost,0.99,0.8955060284983558,0.9,0.7941176470588235,0.84375,0.9968944099378882,0.9843274266228231,0.8856309778443536,1926,6,14,54
